Model,Make,YOM,Used,Transmission,Mileage,Location,Price,Age,Fuel_Type
Axela,Mazda,2014,Foreign Used,Automatic,109000,Nairobi,1360000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,62500,Mombasa,699000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,70000,Mombasa,1400000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,116000,Mombasa,1050000,9,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,130000,Nairobi,1000000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,56000,Mombasa,940000,9,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,75000,Nairobi,1250000,10,Petrol
Axela,Mazda,2011,Kenyan Used,Automatic,100000,Mombasa,800000,13,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,45000,Nairobi,2300000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,89000,Nairobi,1600000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,51000,Nairobi,1400000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,106000,Nairobi,1390000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,72630,Mombasa,1600000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,56896,Mombasa,980000,9,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,83000,Mombasa,1300000,10,Petrol
Axela,Mazda,2007,Kenyan Used,Automatic,133000,Nairobi,645000,17,Petrol
Premacy,Mazda,2010,Kenyan Used,Automatic,118000,Nairobi,650000,14,Petrol
Demio,Mazda,2012,Kenyan Used,Automatic,98000,Nairobi,530000,12,Petrol
Demio,Mazda,2004,Kenyan Used,Automatic,146000,Nairobi,360000,20,Petrol
Axela,Mazda,2015,Foreign Used,Automatic,74000,Mombasa,1500000,9,Petrol
Verisa,Mazda,2011,Kenyan Used,Automatic,115000,Nairobi,640000,13,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,85000,Mombasa,920000,9,Petrol
Demio,Mazda,2006,Kenyan Used,Automatic,166000,Nairobi,350000,18,Petrol
Axela,Mazda,2011,Kenyan Used,Automatic,100000,Mombasa,800000,13,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,86000,Mombasa,1350000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,60000,Nairobi,2200000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,65000,Mombasa,1800000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,103000,Nairobi,1430000,10,Petrol
Verisa,Mazda,2013,Foreign Used,Automatic,90000,Mombasa,850000,11,Petrol
CX-5,Mazda,2013,Foreign Used,Automatic,65880,Mombasa,1850000,11,Petrol
Axela,Mazda,2007,Kenyan Used,Automatic,133000,Nairobi,645000,17,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,106000,Nairobi,1390000,10,Petrol
Verisa,Mazda,2014,Foreign Used,Automatic,44858,Mombasa,850000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,96000,Mombasa,1350000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,52888,Mombasa,1650000,10,Petrol
CX-5,Mazda,2012,Kenyan Used,Automatic,153000,Nairobi,1540000,12,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,107000,Nairobi,1100000,10,Petrol
Axela,Mazda,2015,Foreign Used,Automatic,60000,Mombasa,1400000,9,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,17235,Mombasa,2000000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,80000,Nairobi,2000000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,83000,Mombasa,1300000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,115000,Nairobi,715000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,90000,Nakuru,750000,10,Petrol
CX-5,Mazda,2013,Kenyan Used,Automatic,71504,Nairobi,1700000,11,Petrol
Demio,Mazda,2011,Kenyan Used,Automatic,145000,Nairobi,550000,13,Petrol
Axela,Mazda,2013,Foreign Used,Automatic,90000,Mombasa,980000,11,Petrol
Demio,Mazda,2013,Kenyan Used,Automatic,83774,Mombasa,640000,11,Petrol
Demio,Mazda,2011,Kenyan Used,Automatic,60000,Nairobi,535000,13,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,63124,Mombasa,950000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,65400,Mombasa,1400000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,650112,Mombasa,900000,9,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,70000,Mombasa,700000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,78000,Mombasa,1300000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,90000,Nairobi,1699000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,125786,Nairobi,1380000,10,Petrol
Demio,Mazda,2011,Kenyan Used,Automatic,147000,Nairobi,490000,13,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,104000,Nairobi,1790000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,90000,Nakuru,750000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,54000,Mombasa,800000,10,Petrol
Axela,Mazda,2014,Foreign Used,Manual,95490,Mombasa,1600000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,62347,Mombasa,950000,10,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,15000,Mombasa,2100000,9,Petrol
Verisa,Mazda,2014,Foreign Used,Automatic,58400,Mombasa,880000,10,Petrol
Axela,Mazda,2007,Kenyan Used,Automatic,133000,Nairobi,645000,17,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,107000,Nairobi,1350000,10,Petrol
Axela,Mazda,2012,Foreign Used,Automatic,96525,Mombasa,950000,12,Petrol
Premacy,Mazda,2007,Kenyan Used,Automatic,118000,Nairobi,595000,17,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,62015,Mombasa,890000,9,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,107844,Nairobi,1580000,10,Petrol
Atenza,Mazda,2015,Foreign Used,Automatic,110557,Nairobi,1745000,9,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,111978,Mombasa,955000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,62015,Mombasa,890000,9,Petrol
Demio,Mazda,2014,Kenyan Used,Automatic,61000,Nairobi,710000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,96125,Mombasa,1850000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,65123,Mombasa,1650000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,85000,Nairobi,1950000,10,Petrol
Axela,Mazda,2014,Brand New,Automatic,85848,Mombasa,1450000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,47000,Mombasa,1350000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,98022,Mombasa,930000,9,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,89000,Nairobi,2500000,9,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,64085,Mombasa,1700000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,102000,Mombasa,1350000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,39654,Nairobi,1090000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,98000,Nairobi,770000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,69000,Nairobi,800000,10,Petrol
Atenza,Mazda,2015,Foreign Used,Automatic,69000,Mombasa,1850000,9,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,72600,Nairobi,1750000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,120000,Mombasa,1850000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,90000,Nairobi,2199000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,98000,Mombasa,1800000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,67000,Mombasa,1000000,10,Petrol
CX-5,Mazda,2013,Kenyan Used,Automatic,101742,Mombasa,1850000,11,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,49160,Nairobi,1950000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,80000,Nairobi,1699999,10,Petrol
CX-5,Mazda,2013,Kenyan Used,Automatic,113000,Nairobi,1840000,11,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,131000,Nairobi,2050000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,90000,Nairobi,2199000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,69000,Nairobi,800000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,28000,Nairobi,2350000,10,Petrol
Atenza,Mazda,2015,Foreign Used,Automatic,56000,Mombasa,1750000,9,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,71000,Nairobi,1420000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,95000,Mombasa,1300000,10,Petrol
CX-5,Mazda,2012,Kenyan Used,Automatic,89000,Nairobi,1550000,12,Petrol
Demio,Mazda,2006,Kenyan Used,Automatic,166000,Nairobi,350000,18,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,63125,Mombasa,930000,9,Petrol
Verisa,Mazda,2014,Foreign Used,Automatic,75743,Mombasa,980000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,58000,Mombasa,930000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,62000,Mombasa,1650000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,128000,Nairobi,1850000,10,Petrol
Demio,Mazda,2012,Kenyan Used,Automatic,69000,Nairobi,560000,12,Petrol
Demio,Mazda,2009,Kenyan Used,Automatic,145000,Nairobi,460000,15,Petrol
Demio,Mazda,2009,Kenyan Used,Automatic,150000,Nairobi,450000,15,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,87964,Mombasa,2450000,10,Petrol
Atenza,Mazda,2012,Kenyan Used,Automatic,82000,Nairobi,990000,12,Petrol
Demio,Mazda,2013,Foreign Used,Automatic,55000,Mombasa,720000,11,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,97000,Mombasa,1400000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,79063,Mombasa,1400000,10,Petrol
Axela,Mazda,2015,Foreign Used,Automatic,64523,Mombasa,1400000,9,Petrol
Axela,Mazda,2012,Foreign Used,Automatic,58002,Mombasa,950000,12,Petrol
Axela,Mazda,2015,Foreign Used,Automatic,78000,Nairobi,1550000,9,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,125786,Nairobi,1380000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,133000,Mombasa,1450000,10,Petrol
CX-5,Mazda,2016,Foreign Used,Automatic,51238,Mombasa,2900000,8,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,105000,Nairobi,749000,10,Petrol
Axela,Mazda,2014,Foreign Used,Manual,85000,Nairobi,1350000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,75000,Nairobi,1500000,10,Petrol
Demio,Mazda,2009,Kenyan Used,Automatic,150000,Nairobi,450000,15,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,41000,Mombasa,850000,9,Petrol
Demio,Mazda,2013,Foreign Used,Automatic,78000,Mombasa,650000,11,Petrol
CX-5,Mazda,2013,Foreign Used,Automatic,151000,Mombasa,2000000,11,Petrol
Premacy,Mazda,2014,Foreign Used,Automatic,65692,Nairobi,1200000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,60254,Mombasa,1600000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,80000,Mombasa,2300000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,89000,Nairobi,1630000,10,Petrol
Demio,Mazda,2012,Kenyan Used,Automatic,85000,Nairobi,540000,12,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,112789,Mombasa,1895000,10,Petrol
Axela,Mazda,2013,Brand New,Automatic,87123,Mombasa,1050000,11,Petrol
CX-3,Mazda,2016,Foreign Used,Automatic,55000,Mombasa,2350000,8,Petrol
Axela,Mazda,2015,Foreign Used,Automatic,52368,Mombasa,1500000,9,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,102000,Mombasa,1350000,10,Petrol
Demio,Mazda,2010,Kenyan Used,Automatic,110595,Nairobi,580000,14,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,105000,Nairobi,749000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,90000,Nairobi,1600000,10,Petrol
Premacy,Mazda,2014,Foreign Used,Automatic,56800,Mombasa,1050000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,44000,Nairobi,1550000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,112000,Mombasa,1880000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,79000,Nairobi,2199000,10,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,93120,Mombasa,2100000,9,Petrol
Demio,Mazda,2013,Kenyan Used,Automatic,123000,Nairobi,725000,11,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,85000,Nairobi,1950000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,147000,Nairobi,1680000,10,Petrol
Premacy,Mazda,2009,Foreign Used,Automatic,132000,Mombasa,820000,15,Petrol
CX-5,Mazda,2013,Foreign Used,Automatic,84000,Nairobi,1780000,11,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,70000,Nairobi,1445000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,145078,Nairobi,1360000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,75000,Nairobi,1500000,10,Petrol
CX-5,Mazda,2013,Foreign Used,Automatic,98000,Mombasa,2000000,11,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,134730,Mombasa,1350000,10,Petrol
Atenza,Mazda,2015,Foreign Used,Automatic,60000,Mombasa,1800000,9,Petrol
Axela,Mazda,2014,Foreign Used,Manual,96325,Mombasa,1450000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,91000,Nairobi,780000,10,Petrol
Axela,Mazda,2014,Foreign Used,Manual,85000,Nairobi,1350000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,68000,Mombasa,950000,10,Petrol
Demio,Mazda,2011,Kenyan Used,Automatic,145000,Nairobi,550000,13,Petrol
Demio,Mazda,2013,Kenyan Used,Automatic,42900,Nairobi,620000,11,Petrol
CX-3,Mazda,2016,Foreign Used,Automatic,71000,Mombasa,2100000,8,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,56882,Mombasa,2450000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,120000,Nairobi,1040000,10,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,40000,Kiambu,2600000,9,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,35478,Mombasa,1350000,10,Petrol
Demio,Mazda,2011,Kenyan Used,Automatic,145000,Nairobi,550000,13,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,68000,Mombasa,950000,10,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,58273,Mombasa,2350000,9,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,35000,Mombasa,950000,9,Petrol
Verisa,Mazda,2014,Foreign Used,Automatic,75743,Mombasa,980000,10,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,72000,Nairobi,2600000,9,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,138000,Nairobi,2200000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,79063,Mombasa,1400000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,164000,Nairobi,990000,9,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,87900,Nairobi,1880000,10,Petrol
Premacy,Mazda,2010,Kenyan Used,Automatic,128956,Nairobi,675000,14,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,75232,Mombasa,2300000,9,Petrol
Verisa,Mazda,2014,Foreign Used,Automatic,40645,Mombasa,1050000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,85000,Nairobi,1450000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Manual,56000,Nairobi,2400000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,89678,Mombasa,1385000,10,Petrol
Premacy,Mazda,2010,Kenyan Used,Automatic,128956,Nairobi,675000,14,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,83000,Nairobi,2490000,10,Petrol
Axela,Mazda,2013,Kenyan Used,Automatic,176000,Nairobi,999999,11,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,70300,Mombasa,2250000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,57000,Nairobi,1650000,10,Petrol
Verisa,Mazda,2014,Foreign Used,Automatic,35000,Nairobi,920000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,81000,Mombasa,2100000,10,Petrol
Demio,Mazda,2012,Kenyan Used,Automatic,183000,Nairobi,595000,12,Petrol
CX-5,Mazda,2013,Foreign Used,Automatic,67,Mombasa,1750000,11,Petrol
Axela,Mazda,2014,Foreign Used,AMT,104000,Mombasa,1350000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,45723,Mombasa,1450000,10,Petrol
CX-3,Mazda,2016,Foreign Used,Automatic,48221,Mombasa,2400000,8,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,41000,Nairobi,2350000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,23548,Mombasa,1850000,10,Petrol
Demio,Mazda,2013,Kenyan Used,Automatic,100250,Nairobi,680000,11,Petrol
Demio,Mazda,2014,Kenyan Used,Automatic,94000,Nairobi,960000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,58633,Mombasa,980000,9,Petrol
Verisa,Mazda,2014,Foreign Used,Automatic,111000,Mombasa,930000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,106000,Nairobi,1390000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,87023,Mombasa,1420000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,56000,Mombasa,1400000,10,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,72000,Nairobi,2600000,9,Petrol
CX-5,Mazda,2013,Foreign Used,Automatic,67,Mombasa,1750000,11,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,56332,Mombasa,1350000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,130000,Nairobi,1950000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,74200,Mombasa,1670000,10,Petrol
Demio,Mazda,2011,Kenyan Used,Automatic,120000,Nairobi,550000,13,Petrol
CX-5,Mazda,2016,Brand New,Automatic,56123,Mombasa,2200000,8,Petrol
CX-5,Mazda,2013,Kenyan Used,Automatic,83000,Nairobi,1850000,11,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,37000,Nairobi,2580000,10,Petrol
Verisa,Mazda,2014,Foreign Used,Automatic,107000,Nairobi,970000,10,Petrol
Demio,Mazda,2006,Kenyan Used,Automatic,166543,Nairobi,360000,18,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,121489,Nairobi,995000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,85463,Mombasa,1700000,10,Petrol
Atenza,Mazda,2015,Foreign Used,Automatic,71235,Mombasa,1900000,9,Petrol
Demio,Mazda,2007,Kenyan Used,Automatic,278000,Kiambu,500000,17,Petrol
Axela,Mazda,2015,Foreign Used,Manual,65899,Mombasa,1350000,9,Petrol
CX-5,Mazda,2013,Foreign Used,Automatic,98000,Nairobi,1850000,11,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,70000,Nairobi,2500000,10,Petrol
CX-5,Mazda,2014,Brand New,Automatic,115000,Nairobi,2100000,10,Petrol
Axela,Mazda,2015,Foreign Used,Automatic,113000,Nairobi,1400000,9,Petrol
Atenza,Mazda,2015,Foreign Used,Automatic,65000,Mombasa,1600000,9,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,56412,Mombasa,2000000,9,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,38222,Mombasa,2550000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,65000,Nairobi,2180000,10,Petrol
CX-5,Mazda,2015,Foreign Used,Automatic,97000,Nairobi,1999999,9,Petrol
Demio,Mazda,2010,Kenyan Used,Automatic,174000,Nairobi,479999,14,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,110000,Nairobi,1550000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,143000,Nairobi,1950000,10,Petrol
Atenza,Mazda,2015,Foreign Used,Automatic,80552,Mombasa,1800000,9,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,101136,Mombasa,1550000,10,Petrol
Demio,Mazda,2006,Kenyan Used,Automatic,166543,Nairobi,360000,18,Petrol
Demio,Mazda,2013,Kenyan Used,Automatic,100250,Nairobi,680000,11,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,95000,Nairobi,980000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,78556,Mombasa,930000,10,Petrol
CX-5,Mazda,2016,Foreign Used,Automatic,78542,Mombasa,2600000,8,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,104000,Nairobi,1620000,10,Petrol
Axela,Mazda,2015,Foreign Used,Automatic,65893,Mombasa,1350000,9,Petrol
Demio,Mazda,2006,Kenyan Used,Automatic,166543,Nairobi,360000,18,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,80000,Nairobi,2199000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,54000,Mombasa,730000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,96000,Nairobi,2350000,10,Petrol
Demio,Mazda,2006,Kenyan Used,Automatic,145686,Nairobi,370000,18,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,100000,Mombasa,1440000,10,Petrol
Axela,Mazda,2013,Foreign Used,Automatic,97814,Mombasa,980000,11,Petrol
CX-5,Mazda,2013,Kenyan Used,Automatic,72300,Nairobi,1950000,11,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,98000,Mombasa,1450000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,84000,Nairobi,1030000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,74000,Nairobi,2750000,10,Petrol
Verisa,Mazda,2010,Kenyan Used,Automatic,96369,Nairobi,680000,14,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,102000,Nairobi,1980000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,89000,Nairobi,795000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,84000,Nairobi,760000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,96000,Nairobi,2350000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,54000,Nairobi,2500000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,84900,Nairobi,740000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,80000,Nairobi,2199000,10,Petrol
Demio,Mazda,2013,Brand New,Automatic,25413,Mombasa,650000,11,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,90000,Nairobi,2050000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,87600,Mombasa,1350000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,65000,Mombasa,1000000,10,Petrol
Demio,Mazda,2009,Kenyan Used,Automatic,120000,Mombasa,580000,15,Petrol
CX-5,Mazda,2014,Kenyan Used,Automatic,112890,Nairobi,2150000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,42061,Mombasa,1000000,9,Petrol
Axela,Mazda,2014,Foreign Used,Manual,57022,Mombasa,1450000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,68000,Nairobi,1490000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,111978,Mombasa,955000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,87000,Mombasa,1900000,10,Petrol
Demio,Mazda,2014,Kenyan Used,Automatic,94000,Nairobi,960000,10,Petrol
Demio,Mazda,2004,Kenyan Used,Automatic,145328,Nairobi,335000,20,Petrol
Demio,Mazda,2009,Kenyan Used,Automatic,120000,Mombasa,580000,15,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,96000,Nairobi,2350000,10,Petrol
Demio,Mazda,2013,Kenyan Used,Automatic,98653,Nairobi,660000,11,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,97500,Nairobi,720000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,84000,Nairobi,1650000,10,Petrol
Axela,Mazda,2014,Foreign Used,Manual,123036,Mombasa,1400000,10,Petrol
Atenza,Mazda,2014,Foreign Used,Automatic,105869,Mombasa,1900000,10,Petrol
Axela,Mazda,2015,Foreign Used,Automatic,47253,Mombasa,1450000,9,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,69863,Mombasa,980000,9,Petrol
CX-5,Mazda,2013,Kenyan Used,Automatic,113900,Nairobi,1800000,11,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,97000,Nairobi,2280000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,48231,Nairobi,2280000,10,Petrol
Axela,Mazda,2014,Foreign Used,Automatic,82000,Nairobi,1320000,10,Petrol
CX-3,Mazda,2016,Foreign Used,Automatic,54207,Mombasa,2200000,8,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,58963,Mombasa,2300000,10,Petrol
Axela,Mazda,2015,Foreign Used,Automatic,75426,Mombasa,1300000,9,Petrol
CX-3,Mazda,2016,Foreign Used,Automatic,96679,Mombasa,2185000,8,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,89000,Nairobi,795000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,47000,Nairobi,2450000,10,Petrol
CX-5,Mazda,2014,Foreign Used,Automatic,80000,Nairobi,2150000,10,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,54000,Mombasa,730000,10,Petrol
Demio,Mazda,2011,Kenyan Used,Automatic,190000,Nairobi,489000,13,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,65400,Mombasa,950000,10,Petrol
Demio,Mazda,2015,Foreign Used,Automatic,50682,Mombasa,940000,9,Petrol
Demio,Mazda,2014,Foreign Used,Automatic,63124,Mombasa,950000,10,Petrol
Verisa,Mazda,2014,Foreign Used,Automatic,99781,Nairobi,980000,10,Petrol
